"Frequency / Hz","Vm3:Measured voltage","Vm4:Measured voltage","Vm5:Measured voltage"
12500,1.9508453332361713e-10,2.919717455622907e-10,1.0188238693030687e-10
12550,2.1592055213175146e-10,1.8722821612690761e-10,9.9125859267750421e-11
12600,2.8476576606711604e-11,7.0472574638404196e-11,8.4259908021529986e-11
12650,2.0235521733394712e-10,3.1215620779028967e-10,1.1050633719493169e-10
12700,2.0614891536552329e-10,1.417416539867739e-10,1.1228101691219819e-10
12750,1.2606599154405112e-10,2.0811934868122525e-10,1.9764309871638297e-10
12800,1.3540062727754197e-10,1.1976176087925912e-10,8.3251795026987561e-11
12850,1.1399577787964023e-10,2.2179441805659804e-10,1.9731026735988252e-10
12900,9.6404626300304115e-11,1.7144398115624495e-10,1.0370095552228118e-10
12950,1.4911357626642778e-10,3.0124971263868821e-11,1.5586301205954855e-10
13000,5.7448795884083984e-11,1.3953839785223029e-10,1.1975196316805562e-10
13050,6.6202877040222163e-11,1.0436789557635425e-10,1.69301602491287e-10
13100,1.2721246940172338e-10,1.1930435708748442e-11,1.3893391345405659e-10
13150,3.7280529664610711e-11,3.0446720865238458e-11,3.93894788786741e-11
13200,8.8565332347424999e-11,2.3090366815888207e-11,7.6796328891096337e-11
13250,1.9820228506471907e-10,1.0333606163564053e-10,1.9699518141110351e-10
13300,2.7563689527947684e-10,1.5425170098350339e-10,1.5818625472840392e-10
13350,2.0848551671656893e-10,7.4931976353304605e-11,1.7230998455716843e-10
13400,7.1400557951838836e-11,1.6652036000291347e-10,1.0372011695567938e-10
13450,3.1646283948774846e-11,1.0622921360220047e-10,1.3256653068640433e-10
13500,1.9843907297938686e-10,9.5073398792094349e-11,1.6744699413567392e-10
13550,1.6856045566008333e-10,5.1971993416459456e-11,1.1787490487000279e-10
13600,2.8191107743077067e-10,1.1293295547093145e-10,3.5718502545236977e-10
13650,1.8934822518428571e-10,2.4623008730082138e-10,1.8949404310380266e-10
13700,9.0714580325551674e-11,3.730292153693395e-11,5.9875157303759636e-11
13750,8.6046291530979928e-11,1.0232201187612682e-10,4.9885846185505626e-11
13800,1.6624406902824039e-10,1.8298511883882922e-10,1.413954240526391e-10
13850,7.256858211928969e-11,8.7024606778976078e-11,1.5417575943285557e-11
13900,1.2266563612524909e-10,4.0578203316944029e-11,1.0187258842398152e-10
13950,2.4004832644031955e-10,3.0672768989660044e-10,6.7231121666919957e-11
14000,1.2614865956706272e-10,3.9605814838726593e-11,9.3104509299151787e-11
14050,1.8658629812556415e-10,7.4154658873710257e-11,1.2130713841947741e-10
14100,1.3681995530949405e-10,1.2303145275506768e-10,3.5484658440198675e-11
14150,6.0529250330841216e-11,1.9268457218429272e-10,1.5533892294130867e-10
14200,1.4868064833009716e-09,1.5714401069165496e-09,1.5663535738660373e-09
14250,9.0738807598525743e-11,5.9034840461669964e-11,1.4583353588926701e-10
14300,1.8784601437595703e-07,1.8802725642395986e-07,1.8778374650218616e-07
14350,2.0610099473242054e-10,9.3664031743122735e-11,2.1028301934028852e-10
14400,2.4572421938876252e-10,1.0956425711423242e-10,2.0874598228711002e-10
14450,2.1985966533574634e-10,3.0260384319426657e-10,1.1005374156901517e-10
14500,0.0010757822237596338,0.0010757822945399237,0.0010757821656967109
14550,6.6424013030156457e-11,1.7844064007708787e-10,1.4935249765283117e-10
14600,0.04647455718051885,0.046474557227400459,0.046474557303758199
14650,1.3903310655833516e-10,4.2065887287926573e-11,1.0156821889315028e-10
14700,1.0044351912453535e-10,6.7224801813781942e-11,1.6617881725595496e-10
14750,1.7993182999024728e-10,9.3968825129584796e-11,2.53926356012675e-10
14800,16.171545220753682,16.171545220903429,16.171545220802798
14850,9.6080327344994371e-11,1.5857100243797149e-11,1.0855217181522259e-10
14900,70.491768647937846,70.491768648122587,70.491768647719809
14950,2.0948084366578293e-10,1.2656696896672047e-10,1.178682789863922e-10
15000,2.1716223657961665e-10,1.7103612354051329e-10,3.16935829884805e-10
15050,1.7634943342531672e-10,1.4903152971626341e-11,1.6271762961278654e-10
15100,70.49176864784782,70.491768647795439,70.491768647893522
15150,6.7054213369946938e-11,1.8446483565820522e-10,1.3855852625080729e-10
15200,16.171545221056412,16.171545220964568,16.171545221246316
15250,4.8332358143568912e-11,1.9034916531518536e-10,2.1535551328645568e-10
15300,1.37786137701237e-10,8.9358530967978637e-11,8.8528112163433065e-11
15350,3.4314495350420933e-11,1.2837150156227954e-10,1.0465893860958567e-10
15400,0.04647455733264557,0.046474557454050165,0.046474557456924498
15450,3.5884516957164962e-11,1.2219016726455208e-10,1.4979382875411647e-10
15500,0.0010757824028037538,0.0010757821474616674,0.0010757822997952164
15550,3.3860296923795117e-11,1.643525233307135e-10,1.3393560079732521e-10
15600,7.2847362034280899e-11,9.0597703439510904e-11,5.7281850748760617e-11
15650,1.4360742512474857e-10,1.7128163661303406e-10,6.5620441334331609e-11
15700,1.8779651863338418e-07,1.8787940574893192e-07,1.878373770811783e-07
15750,9.8450237948469157e-11,8.8389813675796175e-11,1.3120461687380359e-10
15800,1.7482502085030264e-09,1.7055787329963221e-09,1.507295988580808e-09
15850,8.5943121719518818e-11,1.8931369221577224e-10,1.890614165962182e-10
15900,1.5698552471035331e-10,2.5257189954620176e-10,1.1482188539069928e-10
15950,3.7282130053501307e-11,2.0171594298304313e-10,1.7668795645065195e-10
16000,1.9130783451137465e-11,7.5052607550153872e-11,9.2898663807121878e-11
16050,1.6026781084832601e-10,2.2266999442625137e-10,6.5073048210043688e-11
16100,5.5374790005905079e-11,1.9622937613111922e-10,1.889905508351168e-10
16150,1.3189612480289174e-10,1.0038677313625529e-10,9.9068468346504583e-11
16200,1.0647315685921585e-10,6.7800233245327772e-11,4.6638826496646879e-11
16250,8.3917899029973201e-11,2.2183916764809743e-10,1.5544306793566396e-10
16300,6.3035810577093225e-11,6.8876453642377387e-11,1.3014532452951975e-10
16350,1.6702326164647765e-10,1.7990089188060428e-10,1.1087304471015262e-10
16400,1.7930175055795104e-10,2.6926096942091591e-10,9.0555142058871293e-11
16450,8.9115046870416227e-11,3.3410666431648978e-11,1.1776567525503373e-10
16500,4.5008562465249279e-11,2.9719254705482277e-11,4.5540434788985325e-11
16550,1.250697072005456e-10,2.5590799605782365e-10,2.1973071554967212e-10
16600,1.2753433085077398e-10,1.5648239931955381e-10,1.6979702504471713e-10
16650,1.3736051001423286e-10,2.0111354417681518e-10,3.1660328101367908e-10
16700,1.5536255019870396e-10,1.3159197089758079e-10,3.6209463884932667e-11
16750,2.0227472618337875e-10,1.4912479604928595e-10,6.0355281232869032e-11
16800,1.3009607068651874e-10,1.7801392136899283e-10,7.1190714097218887e-11
16850,1.6895491079514952e-10,1.6633348930617524e-10,2.5137160353829379e-10
16900,1.4066761519148631e-10,1.8375936482942738e-10,2.4499477719496813e-10
16950,7.8502241545462381e-11,1.5625689906353017e-10,8.4564272914825543e-11
17000,6.8666184608204153e-11,2.4079798709562672e-10,1.9407588221890986e-10
17050,6.2279040406206148e-11,9.8591089115631055e-11,1.1906047818452852e-10
17100,1.4164628683738431e-10,4.0142796758896887e-11,1.1875531058408555e-10
17150,8.5417480139936826e-11,1.2367058708645051e-10,4.1432683951205667e-11
17200,6.8201415096697908e-11,1.1173737489273821e-10,1.7988172678986084e-10
17250,2.725434176419283e-11,1.7268144685722918e-10,1.98178463777478e-10
17300,9.7928584215957989e-11,1.0219857167468037e-10,5.1743475043124211e-11
17350,1.7941335546895535e-10,2.3368195391976683e-10,1.5031372895981605e-10
17400,2.3741143453756307e-10,3.5569414290659064e-10,2.4294912033841105e-10
17450,1.034359043648141e-10,2.1029293592882795e-10,3.0085568423644606e-10
17500,6.6551377922164449e-11,9.1486471072750817e-11,1.2427083881402103e-10
17550,1.7427452523290364e-10,1.6532891624949401e-11,1.8485172715850234e-10
17600,3.496280279935547e-10,7.3854787448494652e-11,2.8235242775949966e-10
17650,1.3415621848682826e-10,5.3502898106699115e-11,1.1726759268988459e-10
17700,7.9805902510998959e-11,3.3132137921479125e-10,2.7248381410949976e-10
17750,1.5699979720058495e-10,6.729272771316011e-11,1.0376421645135669e-10
17800,2.7978032622210211e-10,3.2720226520142786e-10,8.3857998435017634e-11
17850,2.8425141731051912e-10,2.1232214632454435e-10,7.6324224480094888e-11
17900,2.1303499548963701e-10,1.5537547794256613e-10,1.7310372999569646e-10
17950,1.4496830053109751e-10,1.394875546696991e-10,1.4496034179145625e-10
18000,1.4230752232346696e-10,1.4059341940909977e-10,1.8560185351245069e-11
18050,4.8918267540511489e-11,1.7922154822751483e-10,1.4215686016429019e-10
18100,1.1397685083812474e-10,3.5213248884318276e-11,8.0082594519562723e-11
18150,7.9101768471560186e-11,1.6094260851829079e-10,8.745395765727983e-11
18200,1.6929158776857891e-10,8.9449174007223316e-11,2.3209841439247314e-10
18250,1.5715067671903993e-10,2.1332198817607364e-10,3.4225135816939553e-10
18300,2.324780548814622e-10,4.130103142882812e-11,2.7218523931882226e-10
18350,6.5962259487254323e-11,8.8278354371697445e-11,1.1071286348464763e-10
18400,1.4715212581856566e-10,6.4234307910105229e-11,9.9018397691656914e-11
18450,1.4646880642072705e-10,2.5137575495695581e-11,1.6502536971650809e-10
18500,2.2630454549662486e-10,1.0322195096864748e-10,1.6608940000029386e-10
18550,9.0959959602239518e-11,2.251908729047941e-10,2.4865274171286106e-10
18600,2.0462005754982397e-10,1.3750746519831648e-10,9.8587242230397902e-11
18650,1.6311652366180624e-10,2.9205706251476948e-10,1.6814800419038996e-10
18700,2.7704686228004254e-11,1.5087449938799629e-10,1.357956042036063e-10
18750,1.405740465169555e-10,1.6150425690846043e-10,1.1054243162313621e-10
18800,1.667282817552193e-10,1.2690264747672702e-10,1.5679225990280454e-10
18850,9.7781179134343605e-11,3.9876688310744062e-11,1.3135006790691122e-10
18900,1.674391364163705e-10,8.292179163332744e-11,8.5571746321431563e-11
18950,3.4344057791379238e-11,1.1202654602143144e-10,1.1947876493762204e-10
19000,1.5006455649053518e-10,8.2782793622418928e-11,1.7170391280217946e-10
19050,1.7211104685336022e-10,1.718871988652992e-10,2.9639482474378131e-10
19100,7.7982289072527424e-11,1.0825787808833326e-10,1.0902580073808331e-10
19150,1.2427788590907203e-08,1.2123103575354283e-08,1.2223424192215977e-08
19200,1.4571194843238894e-10,1.0805273524081719e-10,1.9007818497343283e-10
19250,1.4344794299044122e-10,1.2660857422835417e-10,1.6036004048503139e-10
19300,1.1276134713045267e-10,1.2861276869032925e-10,1.2758676787055592e-10
19350,5.1987849270520983e-05,5.1988037524195601e-05,5.1987810754693825e-05
19400,8.0743537498333994e-11,7.2447289402108133e-11,5.1783609195148744e-11
19450,0.0021852474059421163,0.0021852477491630289,0.0021852475892276536
19500,1.0486484241388507e-10,1.3654047938320248e-10,1.0475348174573598e-10
19550,7.993920231833312e-11,1.6465528163746789e-10,1.4243848405462228e-10
19600,5.3537529200874154e-11,1.3615805073000123e-10,1.8912125988219086e-10
19650,1.172651434477465,1.1726514344771861,1.1726514345674668
19700,5.3051776268421037e-11,7.269079080005011e-11,7.426327273579773e-11
19750,11.761840633952719,11.761840634281771,11.761840633906424
19800,9.4034384190835086e-11,1.2111521460764983e-10,1.020749218578731e-10
19850,2.6425960097189783e-10,2.572137485197044e-10,1.6965623753579697e-10
19900,1.056344310160983e-10,9.1476788353264086e-11,1.9544844034582019e-10
19950,2.7650736962258375,2.765073695836354,2.7650736962489462
20000,1.744563420753786e-10,2.1277060956273052e-10,4.6489038939354943e-11
20050,2.765073695988602,2.7650736958366253,2.765073696125786
20100,1.5708828516821223e-10,1.4097195936665699e-10,1.3961241481117253e-10
20150,1.3564542861940633e-10,2.9050185567460779e-10,2.0860965236703994e-10
20200,3.4223540765798648e-11,1.155564277959712e-10,1.0453204041279756e-10
20250,11.761840634058984,11.761840634427511,11.761840634003608
20300,2.1780092589552424e-10,3.3207349445801428e-10,1.64908331749652e-10
20350,1.1726514345392984,1.172651434387272,1.1726514345310159
20400,1.4122789985750965e-10,3.440412170270075e-12,1.3961522133571614e-10
20450,1.4699590219887162e-10,1.1865758205331551e-10,8.2027473827098084e-11
20500,1.8684766951876322e-10,1.7201934250655125e-10,7.956785644616683e-11
20550,0.0021852475142228687,0.0021852475877003467,0.0021852475166713255
20600,6.4460357948182734e-11,8.8414429029883954e-11,1.5211659750910796e-10
20650,5.1987975070467086e-05,5.1987885740180821e-05,5.1988069834259514e-05
20700,1.9145485654892632e-10,1.199211212511538e-10,1.1482960572791582e-10
20750,6.0161099084662088e-11,2.9128499071419389e-10,2.3718434505758978e-10
20800,1.8754101489713149e-10,3.8344919551742519e-11,1.5592030823619053e-10
20850,1.2276663273883959e-08,1.2281316166844316e-08,1.232166481395352e-08
20900,3.5404776348443415e-11,4.0689673018406393e-11,5.7316947836705113e-12
20950,1.9679753383564841e-10,1.7181151895524085e-10,3.8332678188440151e-11
21000,4.5619376659992878e-11,8.6498595456053773e-11,5.3100550761281224e-11
21050,7.8343940835212198e-11,5.0878589181440319e-11,6.5918600930601747e-11
21100,1.0055338999074913e-10,2.5838266211691587e-10,2.1612317866953251e-10
21150,2.4011685389157658e-10,1.1841705562335253e-10,1.4860459000348784e-10
21200,1.3146240680900142e-10,6.5491525880095634e-11,1.2749949541526917e-10
21250,6.4960517922742936e-11,7.214605178348784e-11,1.2517063427840732e-10
21300,1.0678219121539117e-10,7.7469206020950649e-11,1.0831182849169998e-10
21350,2.841817791672563e-11,2.6672230219909279e-11,5.39377064857061e-11
21400,1.568100345709387e-10,1.0465217198352813e-10,1.2499124831209483e-10
21450,2.3679539122413036e-10,1.1432706370177808e-10,1.653397148637362e-10
21500,2.4033781933521157e-10,3.0357215329717889e-11,2.135050436996904e-10
21550,1.124673100033192e-10,1.2524365490539468e-10,3.864178500519552e-11
21600,2.9050005510124551e-11,1.1648985486526086e-10,1.4433527608151689e-10
21650,1.7105963618038643e-10,3.0347887077792397e-10,1.3698060275604155e-10
21700,7.1981481772445349e-11,9.5612262508648125e-11,1.1019172318451881e-10
21750,7.89813262344079e-11,1.1830967654151417e-10,1.051705763108246e-10
21800,1.3846585831244735e-10,2.1603381846307583e-11,1.5888747614268777e-10
21850,1.6896908501802452e-10,1.8953782208412158e-10,2.715547337305223e-11
21900,1.6939048595720339e-10,3.3236614885728868e-10,2.4465765918886626e-10
21950,4.7273104302652711e-11,8.3077355865277557e-11,8.8922252673114407e-11
22000,1.6971191952258562e-10,1.0099113475402348e-10,1.4205289032484589e-10
22050,1.3685600411788278e-10,1.9839928499305989e-11,1.2110983055767468e-10
22100,1.6359313753966124e-10,2.033305788389387e-10,2.1489806802438296e-10
22150,1.4150018015999217e-10,1.2107465742251524e-10,3.8589311065222192e-11
22200,4.9703981117079213e-11,1.2355076076146923e-10,1.6932594466270346e-10
22250,1.2316135830861895e-10,7.2761913451988174e-11,9.1065930037792969e-11
22300,7.1369476707516441e-11,2.2450728471417931e-10,1.718744622453952e-10
22350,9.6794077517779576e-11,3.438471046560741e-11,1.0164639807223892e-10
22400,2.0096622264594132e-10,9.3047244068460922e-11,1.8683230976878424e-10
22450,9.8521061029537661e-11,2.0960830356438957e-10,1.2944846197684908e-10
22500,2.6822586699819911e-10,8.8333269154238398e-11,2.2256231319859941e-10
22550,6.7153239320905014e-11,1.5878670291186762e-10,2.183179902894013e-10
22600,1.1931474563731841e-10,2.5724609190036073e-10,3.1805679584789831e-10
22650,2.1649762684426271e-10,5.631288086174827e-11,1.6684160170127545e-10
22700,1.589559740268386e-10,1.7941578112747101e-10,6.3659091643901754e-11
22750,5.4537371948605241e-11,6.4265400336960535e-11,1.1209044443884106e-10
22800,1.7968073467226842e-10,1.9455499096238961e-10,1.3941830527912222e-10
22850,1.5409786962921762e-10,2.0622392773039583e-11,1.6935934841019414e-10
22900,6.3958928876747775e-11,7.3560692474035949e-11,1.2867350211738577e-10
22950,1.3833177489426106e-11,4.2404943910538402e-11,3.4850521352048306e-11
23000,1.0191813531487948e-10,4.2640050878175849e-11,5.9464876258463831e-11
23050,7.7526810286484437e-11,1.439825100049881e-10,2.1241121509425333e-10
23100,1.4224008056924968e-10,8.8633339468450376e-11,1.0711793535341194e-10
23150,2.0077463252749047e-10,2.0397810941669856e-10,2.2688201438938169e-10
23200,4.3552403963640054e-11,1.0167197996077409e-10,5.8164201386236934e-11
23250,9.9798660289892408e-11,3.0855568269843398e-10,2.0903711047808042e-10
23300,1.9515320478049987e-10,1.3666296730573617e-10,6.0331945447937189e-11
23350,1.3949023484876744e-10,1.429153507768332e-10,1.0404443243386317e-10
23400,7.977678242052792e-11,1.4550722741831387e-10,2.1991990619198812e-10
23450,6.1915568516250573e-11,6.7370748790415886e-11,3.2555457187257273e-11
23500,8.2151940228803176e-11,1.1499528151231828e-10,3.4317914276957306e-11
23550,1.8061314843867512e-10,1.9581805038938742e-10,2.9086600831037225e-10
23600,1.639813985014013e-10,9.9473635013525248e-11,7.3474146260187149e-11
23650,1.0963161378399669e-10,2.358741170367035e-10,3.4307392750024454e-10
23700,2.2562912822100657e-10,3.3462969638495351e-10,1.1951361002140887e-10
23750,1.5276954666524035e-10,2.0411435067184863e-10,8.0218384806464216e-11
23800,1.2086619952689309e-10,8.3979795277117456e-11,4.4578981564997965e-11
23850,2.1655816822484144e-10,2.3624077478690312e-10,2.5886197077332042e-11
23900,2.7334529019193519e-11,8.3798015711402619e-11,8.7638551223721354e-11
23950,1.1601231417464965e-10,2.0555501736459169e-10,9.275793591194883e-11
24000,8.4811410584278792e-10,7.3782966406486661e-10,7.3616581795187262e-10
24050,5.5285945767798663e-11,4.9957646201827313e-11,4.0275368957975571e-11
24100,7.1369409949721924e-11,7.8791880190742375e-11,1.7022104710884058e-11
24150,7.4472602339660967e-11,1.61328398477e-10,8.7039278701610357e-11
24200,2.7359041041121429e-06,2.7361139940304052e-06,2.7359515569827308e-06
24250,1.110153343122958e-10,1.4332077827021625e-10,8.751872132271387e-11
24300,0.00011309058681757889,0.00011309044455678042,0.00011309055563373138
24350,1.488412850842488e-10,3.2772237924881189e-10,1.8379382353175529e-10
24400,3.0397529598648314e-10,4.8212691876561398e-10,2.0915917054597907e-10
24450,1.400806373750829e-10,9.9101245972560811e-11,4.2397489140471665e-11
24500,0.076529142712040824,0.076529142875997949,0.076529142873894423
24550,2.1909334213750543e-10,1.9589652435396842e-10,9.2896578116988709e-11
24600,1.098641130142386,1.0986411300319678,1.0986411300563359
24650,5.0014382347219079e-11,1.9372849880941772e-10,1.4388371478806051e-10
24700,1.7610934465077782e-10,2.7577088010282513e-10,1.7888325140855844e-10
24750,1.7017533208673249e-10,1.9512188970913658e-10,1.8756056768989466e-10
24800,32.677000689832461,32.677000689626212,32.677000689765165
24850,2.814676423542195e-10,1.8803994827701056e-10,2.2037101019676074e-10
24900,12.907087623943228,12.90708762396342,12.907087623760553
24950,8.9907306556229937e-11,8.8341809164854969e-11,6.4692268824015201e-11
25000,3.0518335171247848e-10,2.5320986551656066e-10,1.5120681745815317e-10
